load_time,source_desc,year,freq_desc,reference_period_desc,begin_code,week_ending,agg_level_desc,domain_desc,state_alpha,county_name,commodity_desc,util_practice_desc,statisticcat_desc,unit_desc,short_desc,domaincat_desc,class_desc,Value
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,FEB,2,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,423574000
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,MAR,3,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,460383000
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,APR,4,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,432752000
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,MAY,5,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,452966000
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,JUN,6,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,436651000
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,JUL,7,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,454757000
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,AUG,8,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,480154000
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,SEP,9,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,445534000
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,OCT,10,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,470091000
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,NOV,11,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,475665000
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,DEC,12,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,487713000
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,JAN,1,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,7615000
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,FEB,2,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,7045000
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,MAR,3,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6931000
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,APR,4,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,7218000
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,MAY,5,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6463000
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,JUN,6,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6449000
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,JUL,7,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6183000
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,AUG,8,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,5894000
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,SEP,9,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,5557000
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,OCT,10,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,5368000
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,NOV,11,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,5652000
2018-03-01 15:06:28.000,SURVEY,2017,MONTHLY,DEC,12,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6844000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,JAN,1,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,2933000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,FEB,2,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,2364000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,MAR,3,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,2717000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,APR,4,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3096000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,MAY,5,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,2924000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,JUN,6,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3123000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,JUL,7,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3293000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,AUG,8,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3559000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,SEP,9,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,2808000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,OCT,10,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3291000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,NOV,11,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,2941000
2019-03-01 15:06:34.000,SURVEY,2018,MONTHLY,DEC,12,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,2547000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,JAN,1,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,476129000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,FEB,2,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,433622000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,MAR,3,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,472912000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,APR,4,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,445323000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,MAY,5,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,470404000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,JUN,6,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,462740000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,JUL,7,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,481320000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,AUG,8,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,483374000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,SEP,9,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,449288000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,OCT,10,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,461883000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,NOV,11,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,454533000
2019-03-01 15:06:34.000,SURVEY,2018,MONTHLY,DEC,12,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,461644000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,JAN,1,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6114000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,FEB,2,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,5829000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,MAR,3,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,7093000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,APR,4,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6006000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,MAY,5,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6198000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,JUN,6,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6322000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,JUL,7,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6000000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,AUG,8,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,7167000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,SEP,9,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,7068000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,OCT,10,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6754000
2019-03-15 15:06:35.000,SURVEY,2018,MONTHLY,NOV,11,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,5782000
2019-03-01 15:06:34.000,SURVEY,2018,MONTHLY,DEC,12,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,7135000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,JAN,1,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,2869000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,FEB,2,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,2740000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,MAR,3,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3455000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,APR,4,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3692000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,MAY,5,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3327000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,JUN,6,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3439000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,JUL,7,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,5111000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,AUG,8,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3341000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,SEP,9,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3300000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,OCT,10,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3195000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,NOV,11,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3406000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,DEC,12,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3239000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,JAN,1,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,444016000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,FEB,2,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,402894000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,MAR,3,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,441960000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,APR,4,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,440477000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,MAY,5,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,459485000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,JUN,6,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,456431000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,JUL,7,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,450782000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,AUG,8,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,454633000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,SEP,9,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,405685000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,OCT,10,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,439116000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,NOV,11,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,456660000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,DEC,12,,NATIONAL,TOTAL,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,479214000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,JAN,1,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6787000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,FEB,2,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6157000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,MAR,3,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,7133000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,APR,4,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6260000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,MAY,5,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,5924000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,JUN,6,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,5926000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,JUL,7,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,7458000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,AUG,8,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,5929000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,SEP,9,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,5327000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,OCT,10,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6324000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,NOV,11,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6198000
2020-03-02 15:00:11.000,SURVEY,2019,MONTHLY,DEC,12,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6804000
