load_time,source_desc,year,freq_desc,reference_period_desc,begin_code,week_ending,agg_level_desc,domain_desc,state_alpha,region_desc,commodity_desc,util_practice_desc,statisticcat_desc,unit_desc,short_desc,domaincat_desc,class_desc,Value,region
2018-05-01,SURVEY,2017,MONTHLY,OCT THRU DEC,10,,NATIONAL,TYPE OF OPERATION,US,,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, (EXCL DURUM), FOR FLOUR - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WHEAT OR RYE FLOUR MILL),(EXCL DURUM),217665000,US
2018-05-01,SURVEY,2017,MONTHLY,JAN THRU MAR,1,,NATIONAL,TOTAL,US,,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,223964000,US
2018-05-01,SURVEY,2017,MONTHLY,APR THRU JUN,4,,NATIONAL,TOTAL,US,,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,224487000,US
2018-05-01,SURVEY,2017,MONTHLY,JUL THRU SEP,7,,NATIONAL,TOTAL,US,,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,234279000,US
2018-05-01,SURVEY,2017,MONTHLY,OCT THRU DEC,10,,NATIONAL,TOTAL,US,,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,235086000,US
2018-05-01,SURVEY,2017,MONTHLY,JAN THRU MAR,1,,REGION : MULTI-STATE,TOTAL,,CALIFORNIA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,16247000,CALIFORNIA
2018-05-01,SURVEY,2017,MONTHLY,APR THRU JUN,4,,REGION : MULTI-STATE,TOTAL,,CALIFORNIA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,16237000,CALIFORNIA
2018-05-01,SURVEY,2017,MONTHLY,JUL THRU SEP,7,,REGION : MULTI-STATE,TOTAL,,CALIFORNIA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,17403000,CALIFORNIA
2018-05-01,SURVEY,2017,MONTHLY,OCT THRU DEC,10,,REGION : MULTI-STATE,TOTAL,,CALIFORNIA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,16939000,CALIFORNIA
2018-05-01,SURVEY,2017,MONTHLY,JAN THRU MAR,1,,REGION : MULTI-STATE,TOTAL,,CO OK,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,7094000,CO OK
2018-05-01,SURVEY,2017,MONTHLY,APR THRU JUN,4,,REGION : MULTI-STATE,TOTAL,,CO OK,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,7136000,CO OK
2018-05-01,SURVEY,2017,MONTHLY,JUL THRU SEP,7,,REGION : MULTI-STATE,TOTAL,,CO OK,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,7719000,CO OK
2018-05-01,SURVEY,2017,MONTHLY,OCT THRU DEC,10,,REGION : MULTI-STATE,TOTAL,,CO OK,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,7215000,CO OK
2018-05-01,SURVEY,2017,MONTHLY,JAN THRU MAR,1,,REGION : MULTI-STATE,TOTAL,,FL GA SC,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,9807000,FL GA SC
2018-05-01,SURVEY,2017,MONTHLY,APR THRU JUN,4,,REGION : MULTI-STATE,TOTAL,,FL GA SC,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,9754000,FL GA SC
2018-05-01,SURVEY,2017,MONTHLY,JUL THRU SEP,7,,REGION : MULTI-STATE,TOTAL,,FL GA SC,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,9831000,FL GA SC
2018-05-01,SURVEY,2017,MONTHLY,OCT THRU DEC,10,,REGION : MULTI-STATE,TOTAL,,FL GA SC,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,9805000,FL GA SC
2018-05-01,SURVEY,2017,MONTHLY,JAN THRU MAR,1,,REGION : MULTI-STATE,TOTAL,,IA NE,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,8224000,IA NE
2018-05-01,SURVEY,2017,MONTHLY,APR THRU JUN,4,,REGION : MULTI-STATE,TOTAL,,IA NE,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,8273000,IA NE
2018-05-01,SURVEY,2017,MONTHLY,JUL THRU SEP,7,,REGION : MULTI-STATE,TOTAL,,IA NE,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,8516000,IA NE
2018-05-01,SURVEY,2017,MONTHLY,OCT THRU DEC,10,,REGION : MULTI-STATE,TOTAL,,IA NE,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,8387000,IA NE
2017-08-01,SURVEY,2017,MONTHLY,JAN THRU MAR,1,,REGION : MULTI-STATE,TOTAL,,ID MT OR UT WA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,16410000,ID MT OR UT WA
2017-11-01,SURVEY,2017,MONTHLY,APR THRU JUN,4,,REGION : MULTI-STATE,TOTAL,,ID MT OR UT WA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,16434000,ID MT OR UT WA
2018-02-01,SURVEY,2017,MONTHLY,JUL THRU SEP,7,,REGION : MULTI-STATE,TOTAL,,ID MT OR UT WA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,17348000,ID MT OR UT WA
2018-02-01,SURVEY,2017,MONTHLY,OCT THRU DEC,10,,REGION : MULTI-STATE,TOTAL,,ID MT OR UT WA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,17236000,ID MT OR UT WA
2018-05-01,SURVEY,2017,MONTHLY,JAN THRU MAR,1,,REGION : MULTI-STATE,TOTAL,,IL IN WI,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,21096000,IL IN WI
2018-05-01,SURVEY,2017,MONTHLY,APR THRU JUN,4,,REGION : MULTI-STATE,TOTAL,,IL IN WI,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,21013000,IL IN WI
2018-05-01,SURVEY,2017,MONTHLY,JUL THRU SEP,7,,REGION : MULTI-STATE,TOTAL,,IL IN WI,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,22120000,IL IN WI
2018-05-01,SURVEY,2017,MONTHLY,OCT THRU DEC,10,,REGION : MULTI-STATE,TOTAL,,IL IN WI,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,22456000,IL IN WI
2018-05-01,SURVEY,2017,MONTHLY,JAN THRU MAR,1,,REGION : MULTI-STATE,TOTAL,,KANSAS,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,13975000,KANSAS
2018-05-01,SURVEY,2017,MONTHLY,APR THRU JUN,4,,REGION : MULTI-STATE,TOTAL,,KANSAS,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,14243000,KANSAS
2018-05-01,SURVEY,2017,MONTHLY,JUL THRU SEP,7,,REGION : MULTI-STATE,TOTAL,,KANSAS,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,15116000,KANSAS
2018-05-01,SURVEY,2017,MONTHLY,OCT THRU DEC,10,,REGION : MULTI-STATE,TOTAL,,KANSAS,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,15598000,KANSAS
2018-05-01,SURVEY,2017,MONTHLY,JAN THRU MAR,1,,REGION : MULTI-STATE,TOTAL,,KY TN,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,8515000,KY TN
2018-05-01,SURVEY,2017,MONTHLY,APR THRU JUN,4,,REGION : MULTI-STATE,TOTAL,,KY TN,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,8494000,KY TN
2018-05-01,SURVEY,2017,MONTHLY,JUL THRU SEP,7,,REGION : MULTI-STATE,TOTAL,,KY TN,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,8889000,KY TN
2018-05-01,SURVEY,2017,MONTHLY,OCT THRU DEC,10,,REGION : MULTI-STATE,TOTAL,,KY TN,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,8964000,KY TN
2018-05-01,SURVEY,2017,MONTHLY,JAN THRU MAR,1,,REGION : MULTI-STATE,TOTAL,,MD VA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6752000,MD VA
2018-05-01,SURVEY,2017,MONTHLY,APR THRU JUN,4,,REGION : MULTI-STATE,TOTAL,,MD VA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6870000,MD VA
2018-05-01,SURVEY,2017,MONTHLY,JUL THRU SEP,7,,REGION : MULTI-STATE,TOTAL,,MD VA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,7130000,MD VA
2018-05-01,SURVEY,2017,MONTHLY,OCT THRU DEC,10,,REGION : MULTI-STATE,TOTAL,,MD VA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,7415000,MD VA
2018-05-01,SURVEY,2017,MONTHLY,JAN THRU MAR,1,,REGION : MULTI-STATE,TOTAL,,MICHIGAN,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6050000,MICHIGAN
2018-05-01,SURVEY,2017,MONTHLY,APR THRU JUN,4,,REGION : MULTI-STATE,TOTAL,,MICHIGAN,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,5988000,MICHIGAN
2018-05-01,SURVEY,2017,MONTHLY,JUL THRU SEP,7,,REGION : MULTI-STATE,TOTAL,,MICHIGAN,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6727000,MICHIGAN
2018-05-01,SURVEY,2017,MONTHLY,OCT THRU DEC,10,,REGION : MULTI-STATE,TOTAL,,MICHIGAN,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6738000,MICHIGAN
2018-05-01,SURVEY,2017,MONTHLY,JAN THRU MAR,1,,REGION : MULTI-STATE,TOTAL,,MINNESOTA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,14854000,MINNESOTA
2018-05-01,SURVEY,2017,MONTHLY,APR THRU JUN,4,,REGION : MULTI-STATE,TOTAL,,MINNESOTA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,14711000,MINNESOTA
2018-05-01,SURVEY,2017,MONTHLY,JUL THRU SEP,7,,REGION : MULTI-STATE,TOTAL,,MINNESOTA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,15133000,MINNESOTA
2018-05-01,SURVEY,2017,MONTHLY,OCT THRU DEC,10,,REGION : MULTI-STATE,TOTAL,,MINNESOTA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,15535000,MINNESOTA
2018-05-01,SURVEY,2017,MONTHLY,JAN THRU MAR,1,,REGION : MULTI-STATE,TOTAL,,MISSOURI,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,12564000,MISSOURI
2018-05-01,SURVEY,2017,MONTHLY,APR THRU JUN,4,,REGION : MULTI-STATE,TOTAL,,MISSOURI,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,12052000,MISSOURI
2018-05-01,SURVEY,2017,MONTHLY,JUL THRU SEP,7,,REGION : MULTI-STATE,TOTAL,,MISSOURI,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,13643000,MISSOURI
2018-05-01,SURVEY,2017,MONTHLY,OCT THRU DEC,10,,REGION : MULTI-STATE,TOTAL,,MISSOURI,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,13675000,MISSOURI
2018-05-01,SURVEY,2017,MONTHLY,JAN THRU MAR,1,,REGION : MULTI-STATE,TOTAL,,NJ NY,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,13493000,NJ NY
2018-05-01,SURVEY,2017,MONTHLY,APR THRU JUN,4,,REGION : MULTI-STATE,TOTAL,,NJ NY,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,13877000,NJ NY
2018-05-01,SURVEY,2017,MONTHLY,JUL THRU SEP,7,,REGION : MULTI-STATE,TOTAL,,NJ NY,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,14119000,NJ NY
2018-05-01,SURVEY,2017,MONTHLY,OCT THRU DEC,10,,REGION : MULTI-STATE,TOTAL,,NJ NY,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,13970000,NJ NY
2018-05-01,SURVEY,2017,MONTHLY,JAN THRU MAR,1,,REGION : MULTI-STATE,TOTAL,,NORTH CAROLINA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,7970000,NORTH CAROLINA
2018-05-01,SURVEY,2017,MONTHLY,APR THRU JUN,4,,REGION : MULTI-STATE,TOTAL,,NORTH CAROLINA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,8061000,NORTH CAROLINA
2018-05-01,SURVEY,2017,MONTHLY,JUL THRU SEP,7,,REGION : MULTI-STATE,TOTAL,,NORTH CAROLINA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,8380000,NORTH CAROLINA
2018-05-01,SURVEY,2017,MONTHLY,OCT THRU DEC,10,,REGION : MULTI-STATE,TOTAL,,NORTH CAROLINA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,8083000,NORTH CAROLINA
2018-05-01,SURVEY,2017,MONTHLY,JAN THRU MAR,1,,REGION : MULTI-STATE,TOTAL,,NORTH DAKOTA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,13742000,NORTH DAKOTA
2018-05-01,SURVEY,2017,MONTHLY,APR THRU JUN,4,,REGION : MULTI-STATE,TOTAL,,NORTH DAKOTA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,13199000,NORTH DAKOTA
2018-05-01,SURVEY,2017,MONTHLY,JUL THRU SEP,7,,REGION : MULTI-STATE,TOTAL,,NORTH DAKOTA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,13509000,NORTH DAKOTA
2018-05-01,SURVEY,2017,MONTHLY,OCT THRU DEC,10,,REGION : MULTI-STATE,TOTAL,,NORTH DAKOTA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,13998000,NORTH DAKOTA
2018-05-01,SURVEY,2017,MONTHLY,JAN THRU MAR,1,,REGION : MULTI-STATE,TOTAL,,OHIO,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,13266000,OHIO
2018-05-01,SURVEY,2017,MONTHLY,APR THRU JUN,4,,REGION : MULTI-STATE,TOTAL,,OHIO,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,13299000,OHIO
2018-05-01,SURVEY,2017,MONTHLY,JUL THRU SEP,7,,REGION : MULTI-STATE,TOTAL,,OHIO,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,13149000,OHIO
2018-05-01,SURVEY,2017,MONTHLY,OCT THRU DEC,10,,REGION : MULTI-STATE,TOTAL,,OHIO,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,14201000,OHIO
2018-05-01,SURVEY,2017,MONTHLY,JAN THRU MAR,1,,REGION : MULTI-STATE,TOTAL,,OTHER STATES,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,10150000,OTHER STATES
2018-05-01,SURVEY,2017,MONTHLY,APR THRU JUN,4,,REGION : MULTI-STATE,TOTAL,,OTHER STATES,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,10716000,OTHER STATES
2018-05-01,SURVEY,2017,MONTHLY,JUL THRU SEP,7,,REGION : MULTI-STATE,TOTAL,,OTHER STATES,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,10961000,OTHER STATES
2018-05-01,SURVEY,2017,MONTHLY,OCT THRU DEC,10,,REGION : MULTI-STATE,TOTAL,,OTHER STATES,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,10479000,OTHER STATES
2018-05-01,SURVEY,2017,MONTHLY,JAN THRU MAR,1,,REGION : MULTI-STATE,TOTAL,,PENNSYLVANIA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,11854000,PENNSYLVANIA
2018-05-01,SURVEY,2017,MONTHLY,APR THRU JUN,4,,REGION : MULTI-STATE,TOTAL,,PENNSYLVANIA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,12137000,PENNSYLVANIA
2018-05-01,SURVEY,2017,MONTHLY,JUL THRU SEP,7,,REGION : MULTI-STATE,TOTAL,,PENNSYLVANIA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,12542000,PENNSYLVANIA
2018-05-01,SURVEY,2017,MONTHLY,OCT THRU DEC,10,,REGION : MULTI-STATE,TOTAL,,PENNSYLVANIA,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,12128000,PENNSYLVANIA
2018-05-01,SURVEY,2017,MONTHLY,JAN THRU MAR,1,,REGION : MULTI-STATE,TOTAL,,TEXAS,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,11901000,TEXAS
2018-05-01,SURVEY,2017,MONTHLY,APR THRU JUN,4,,REGION : MULTI-STATE,TOTAL,,TEXAS,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,11993000,TEXAS
2018-05-01,SURVEY,2017,MONTHLY,JUL THRU SEP,7,,REGION : MULTI-STATE,TOTAL,,TEXAS,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,12044000,TEXAS
2018-05-01,SURVEY,2017,MONTHLY,OCT THRU DEC,10,,REGION : MULTI-STATE,TOTAL,,TEXAS,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,12260000,TEXAS
2018-05-01,SURVEY,2017,MONTHLY,JAN THRU MAR,1,,NATIONAL,TYPE OF OPERATION,US,,WHEAT,FOR FLOUR & SEMOLINA,USAGE,BU,"WHEAT, SPRING, DURUM, FOR FLOUR & SEMOLINA - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WHEAT OR RYE FLOUR MILL),"SPRING, DURUM",16777000,US
2018-05-01,SURVEY,2017,MONTHLY,APR THRU JUN,4,,NATIONAL,TYPE OF OPERATION,US,,WHEAT,FOR FLOUR & SEMOLINA,USAGE,BU,"WHEAT, SPRING, DURUM, FOR FLOUR & SEMOLINA - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WHEAT OR RYE FLOUR MILL),"SPRING, DURUM",15997000,US
2018-05-01,SURVEY,2017,MONTHLY,JUL THRU SEP,7,,NATIONAL,TYPE OF OPERATION,US,,WHEAT,FOR FLOUR & SEMOLINA,USAGE,BU,"WHEAT, SPRING, DURUM, FOR FLOUR & SEMOLINA - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WHEAT OR RYE FLOUR MILL),"SPRING, DURUM",16179000,US
2018-05-01,SURVEY,2017,MONTHLY,OCT THRU DEC,10,,NATIONAL,TYPE OF OPERATION,US,,WHEAT,FOR FLOUR & SEMOLINA,USAGE,BU,"WHEAT, SPRING, DURUM, FOR FLOUR & SEMOLINA - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WHEAT OR RYE FLOUR MILL),"SPRING, DURUM",17421000,US
2019-05-01,SURVEY,2018,MONTHLY,JAN THRU MAR,1,,NATIONAL,TYPE OF OPERATION,US,,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, (EXCL DURUM), FOR FLOUR - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WHEAT OR RYE FLOUR MILL),(EXCL DURUM),210033000,US
2019-05-01,SURVEY,2018,MONTHLY,APR THRU JUN,4,,NATIONAL,TYPE OF OPERATION,US,,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, (EXCL DURUM), FOR FLOUR - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WHEAT OR RYE FLOUR MILL),(EXCL DURUM),210870000,US
2019-05-01,SURVEY,2018,MONTHLY,JUL THRU SEP,7,,NATIONAL,TYPE OF OPERATION,US,,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, (EXCL DURUM), FOR FLOUR - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WHEAT OR RYE FLOUR MILL),(EXCL DURUM),216261000,US
2019-05-01,SURVEY,2018,MONTHLY,OCT THRU DEC,10,,NATIONAL,TYPE OF OPERATION,US,,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, (EXCL DURUM), FOR FLOUR - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WHEAT OR RYE FLOUR MILL),(EXCL DURUM),214123000,US
2019-05-01,SURVEY,2018,MONTHLY,JAN THRU MAR,1,,NATIONAL,TOTAL,US,,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,227147000,US
2019-05-01,SURVEY,2018,MONTHLY,APR THRU JUN,4,,NATIONAL,TOTAL,US,,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,226627000,US
2019-05-01,SURVEY,2018,MONTHLY,JUL THRU SEP,7,,NATIONAL,TOTAL,US,,WHEAT,FOR FLOUR,USAGE,BU,"WHEAT, FOR FLOUR - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,232938000,US
