load_time,source_desc,year,freq_desc,reference_period_desc,begin_code,week_ending,agg_level_desc,domain_desc,state_alpha,region_desc,commodity_desc,util_practice_desc,statisticcat_desc,unit_desc,short_desc,domaincat_desc,class_desc,Value,coproducts
2016-03-01,SURVEY,2015,MONTHLY,OCT,10,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, DISTILLERS SOLUBLES, CONDENSED (SYRUP) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),"DISTILLERS SOLUBLES, CONDENSED (SYRUP)",143025,DISTILLERS SOLUBLES CONDENSED SYRUP
2016-03-01,SURVEY,2015,MONTHLY,NOV,11,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, DISTILLERS SOLUBLES, CONDENSED (SYRUP) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),"DISTILLERS SOLUBLES, CONDENSED (SYRUP)",124855,DISTILLERS SOLUBLES CONDENSED SYRUP
2016-03-01,SURVEY,2015,MONTHLY,DEC,12,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, DISTILLERS SOLUBLES, CONDENSED (SYRUP) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),"DISTILLERS SOLUBLES, CONDENSED (SYRUP)",134196,DISTILLERS SOLUBLES CONDENSED SYRUP
2017-03-01,SURVEY,2016,MONTHLY,JAN,1,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,202150,CARBON DIOXIDE
2017-03-01,SURVEY,2016,MONTHLY,FEB,2,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,193590,CARBON DIOXIDE
2017-03-01,SURVEY,2016,MONTHLY,MAR,3,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,204371,CARBON DIOXIDE
2017-03-01,SURVEY,2016,MONTHLY,APR,4,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,199101,CARBON DIOXIDE
2017-03-01,SURVEY,2016,MONTHLY,MAY,5,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,203264,CARBON DIOXIDE
2017-03-01,SURVEY,2016,MONTHLY,JUN,6,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,228221,CARBON DIOXIDE
2017-03-01,SURVEY,2016,MONTHLY,JUL,7,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,230934,CARBON DIOXIDE
2017-03-01,SURVEY,2016,MONTHLY,AUG,8,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,224408,CARBON DIOXIDE
2017-03-01,SURVEY,2016,MONTHLY,SEP,9,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,213022,CARBON DIOXIDE
2017-03-01,SURVEY,2016,MONTHLY,OCT,10,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,213115,CARBON DIOXIDE
2017-03-01,SURVEY,2016,MONTHLY,NOV,11,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,213244,CARBON DIOXIDE
2017-03-01,SURVEY,2016,MONTHLY,DEC,12,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,201315,CARBON DIOXIDE
2017-03-01,SURVEY,2016,MONTHLY,JAN,1,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),125826,CORN DISTILLERS OIL
2017-03-01,SURVEY,2016,MONTHLY,FEB,2,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),123806,CORN DISTILLERS OIL
2017-03-01,SURVEY,2016,MONTHLY,MAR,3,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),128948,CORN DISTILLERS OIL
2017-03-01,SURVEY,2016,MONTHLY,APR,4,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),114127,CORN DISTILLERS OIL
2017-03-01,SURVEY,2016,MONTHLY,MAY,5,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),125311,CORN DISTILLERS OIL
2017-03-01,SURVEY,2016,MONTHLY,JUN,6,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),130964,CORN DISTILLERS OIL
2017-03-01,SURVEY,2016,MONTHLY,JUL,7,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),144020,CORN DISTILLERS OIL
2017-03-01,SURVEY,2016,MONTHLY,AUG,8,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),142000,CORN DISTILLERS OIL
2017-03-01,SURVEY,2016,MONTHLY,SEP,9,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),134269,CORN DISTILLERS OIL
2017-03-01,SURVEY,2016,MONTHLY,OCT,10,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),141775,CORN DISTILLERS OIL
2017-03-01,SURVEY,2016,MONTHLY,NOV,11,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),147336,CORN DISTILLERS OIL
2017-03-01,SURVEY,2016,MONTHLY,DEC,12,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),143942,CORN DISTILLERS OIL
2017-03-01,SURVEY,2016,MONTHLY,JAN,1,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GERM MEAL - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),CORN GERM MEAL,63787,CORN GERM MEAL
2017-03-01,SURVEY,2016,MONTHLY,FEB,2,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GERM MEAL - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),CORN GERM MEAL,65123,CORN GERM MEAL
2017-03-01,SURVEY,2016,MONTHLY,MAR,3,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GERM MEAL - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),CORN GERM MEAL,68140,CORN GERM MEAL
2017-03-01,SURVEY,2016,MONTHLY,APR,4,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GERM MEAL - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),CORN GERM MEAL,67530,CORN GERM MEAL
2017-03-01,SURVEY,2016,MONTHLY,MAY,5,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GERM MEAL - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),CORN GERM MEAL,63859,CORN GERM MEAL
2017-03-01,SURVEY,2016,MONTHLY,JUN,6,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GERM MEAL - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),CORN GERM MEAL,58121,CORN GERM MEAL
2017-03-01,SURVEY,2016,MONTHLY,JUL,7,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GERM MEAL - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),CORN GERM MEAL,65032,CORN GERM MEAL
2017-03-01,SURVEY,2016,MONTHLY,AUG,8,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GERM MEAL - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),CORN GERM MEAL,65783,CORN GERM MEAL
2017-03-01,SURVEY,2016,MONTHLY,SEP,9,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GERM MEAL - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),CORN GERM MEAL,54996,CORN GERM MEAL
2017-03-01,SURVEY,2016,MONTHLY,OCT,10,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GERM MEAL - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),CORN GERM MEAL,58988,CORN GERM MEAL
2017-03-01,SURVEY,2016,MONTHLY,NOV,11,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GERM MEAL - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),CORN GERM MEAL,63635,CORN GERM MEAL
2017-03-01,SURVEY,2016,MONTHLY,DEC,12,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GERM MEAL - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),CORN GERM MEAL,63600,CORN GERM MEAL
2017-03-01,SURVEY,2016,MONTHLY,JAN,1,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER",321956,"CORN GLUTEN FEED, MIDPRO"
2017-03-01,SURVEY,2016,MONTHLY,FEB,2,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER",312012,"CORN GLUTEN FEED, MIDPRO"
2017-03-01,SURVEY,2016,MONTHLY,MAR,3,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER",342668,"CORN GLUTEN FEED, MIDPRO"
2017-03-01,SURVEY,2016,MONTHLY,APR,4,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER",306464,"CORN GLUTEN FEED, MIDPRO"
2017-03-01,SURVEY,2016,MONTHLY,MAY,5,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER",332975,"CORN GLUTEN FEED, MIDPRO"
2017-03-01,SURVEY,2016,MONTHLY,JUN,6,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER",331812,"CORN GLUTEN FEED, MIDPRO"
2017-03-01,SURVEY,2016,MONTHLY,JUL,7,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER",339700,"CORN GLUTEN FEED, MIDPRO"
2017-03-01,SURVEY,2016,MONTHLY,AUG,8,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER",336916,"CORN GLUTEN FEED, MIDPRO"
2017-03-01,SURVEY,2016,MONTHLY,SEP,9,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER",326211,"CORN GLUTEN FEED, MIDPRO"
2017-03-01,SURVEY,2016,MONTHLY,OCT,10,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER",342589,"CORN GLUTEN FEED, MIDPRO"
2017-03-01,SURVEY,2016,MONTHLY,NOV,11,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER",309305,"CORN GLUTEN FEED, MIDPRO"
2017-03-01,SURVEY,2016,MONTHLY,DEC,12,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER",349226,"CORN GLUTEN FEED, MIDPRO"
2017-03-01,SURVEY,2016,MONTHLY,JAN,1,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE",291882,"CORN GLUTEN FEED, WET"
2017-03-01,SURVEY,2016,MONTHLY,FEB,2,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE",277434,"CORN GLUTEN FEED, WET"
2017-03-01,SURVEY,2016,MONTHLY,MAR,3,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE",290565,"CORN GLUTEN FEED, WET"
2017-03-01,SURVEY,2016,MONTHLY,APR,4,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE",301283,"CORN GLUTEN FEED, WET"
2017-03-01,SURVEY,2016,MONTHLY,MAY,5,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE",306424,"CORN GLUTEN FEED, WET"
2017-03-01,SURVEY,2016,MONTHLY,JUN,6,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE",312497,"CORN GLUTEN FEED, WET"
2017-03-01,SURVEY,2016,MONTHLY,JUL,7,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE",331949,"CORN GLUTEN FEED, WET"
2017-03-01,SURVEY,2016,MONTHLY,AUG,8,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE",309077,"CORN GLUTEN FEED, WET"
2017-03-01,SURVEY,2016,MONTHLY,SEP,9,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE",303504,"CORN GLUTEN FEED, WET"
2017-03-01,SURVEY,2016,MONTHLY,OCT,10,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE",300808,"CORN GLUTEN FEED, WET"
2017-03-01,SURVEY,2016,MONTHLY,NOV,11,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE",326550,"CORN GLUTEN FEED, WET"
2017-03-01,SURVEY,2016,MONTHLY,DEC,12,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE",317759,"CORN GLUTEN FEED, WET"
